Volatility 3 Framework 2.4.1

Offset	Name	Size
0x7e79bf20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cookies	216
0x7e79f9e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\index	216
0x7e7a0550	\srvsvc	216
0x7e7a1410	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_0000ad	216
0x7e7a1b20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cookies-journal	216
0x7e7a3b10	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_2	216
0x7e7a3c60	\Windows\assembly\GAC_64\mscorlib\2.0.0.0__b77a5c561934e089\sorttbls.nlp	216
0x7e7a62a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_1	216
0x7e7a6700	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_0	216
0x7e7a99a0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_1	216
0x7e7ad070	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00010a	216
0x7e7ae700	\Torrents\Rick and Morty Season 2 [WEBRIP] [1080p] [HEVC]\Sample\Screenshot 08.png	216
0x7e7af470	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000059	216
0x7e7afb40	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_2	216
0x7e7b0700	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\data_3	216
0x7e7b0ae0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\MANIFEST-000001	216
0x7e7b0cc0	\lsass	216
0x7e7b2d00	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000073	216
0x7e7b67c0	\Users\Rick\AppData\Roaming\Microsoft\SystemCertificates\My	216
0x7e7ba070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7e7ba200	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84\natives_blob.bin	216
0x7e7bab50	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_000128	216
0x7e7baf20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84\v8_context_snapshot.bin	216
0x7e7c8ce0	\System Volume Information\Syscache.hve	216
0x7e7ca070	\Windows\inf\WmiApRpl\WmiApRpl.h	216
0x7e7d1f20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_00010f	216
0x7e7d7320	\Users\Rick\AppData\Roaming\Microsoft\Crypto\RSA\S-1-5-21-1923827501-2510115606-422599235-1000\e61da45df0892cb2c319c554c0a2d2a5_8349e3fe-e027-4c9a-a69b-4865c51e6cb4	216
0x7e7df750	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Cache\f_0000af	216
0x7e7e0070	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	216
0x7e7ee070	\Windows\winsxs\Manifests\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a.manifest	216
0x7e7f0070	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7e7fca40	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Media-Foundation-Package~31bf3856ad364e35~amd64~~6.1.7601.17514.cat	216
0x7e8f2b10	\Users\Rick\AppData\Roaming\Microsoft\Windows\Printer Shortcuts	216
0x7e8f5c80	\Windows\System32\drivers\etc\hosts	216
0x7e8f7c00	\ProgramData\Lavasoft\Web Companion\Options\UpdateServer.txt	216
0x7e9c22c0	\Windows\Microsoft.NET\Framework\v2.0.50727\CONFIG\security.config.cch	216
0x7e9d7720	\$ConvertToNonresident	216
0x7e9ef810	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.dir	216
0x7e9efbb0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\94308059B57B3142E455B38A6EB92015	216
0x7e9f0070	\Users\Rick\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3	216
0x7e9fbd00	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7ea6bd10	\Windows\Microsoft.NET\Framework64\v2.0.50727\CONFIG\security.config.cch	216
0x7ea6cca0	\Windows\Microsoft.NET\Framework64\v2.0.50727\CONFIG\enterprisesec.config.cch	216
0x7ea6e070	\Windows\assembly\GAC_64\mscorlib\2.0.0.0__b77a5c561934e089\sortkey.nlp	216
0x7eaa25a0	\Windows\System32\config\DEFAULT.LOG1	216
0x7eaac2c0	\Users\Rick\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned	216
0x7eab2240	\Users\Rick\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini	216
0x7eaba4e0	\Windows\System32\config\DEFAULT	216
0x7eac27d0	\Windows\System32\config\DEFAULT.LOG2	216
0x7eac5a40	\Windows\System32\config\RegBack\DEFAULT	216
0x7ead7710	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
0x7f2274c0	\ProgramData\Lavasoft\Web Companion\Options\config.txt	216
0x7f22cf20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84\natives_blob.bin	216
0x7f22d050	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTMsMpPsSession7.etl	216
0x7f23d8d0	\Windows\System32\config\SYSTEM.LOG1	216
0x7f29bc50	\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001	216
0x7f29f870	\Users\Rick\AppData\Local\Google\Chrome\User Data\Safe Browsing Cookies-journal	216
0x7f29fe60	\Users\Rick\AppData\Local\Microsoft\Windows\UsrClass.dat{c29cbaa1-669a-11e8-8fb0-001a7dda7111}.TMContainer00000000000000000001.regtrans-ms	216
0x7f2a4f20	\Program Files (x86)\Google\Chrome\Application\68.0.3440.84	216
0x7f2b7a20	\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x7f2b7ea0	\Windows\System32\config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x7f2bb8e0	\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7f2d0170	\Windows\System32\config\SECURITY.LOG2	216
0x7f2d33a0	\Users\Rick\AppData\Roaming\BitTorrent\bittorrent.lng	216
0x7f304970	\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7f4ab0e0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl	216
0x7f4ab210	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl	216
0x7f53ff20	\System Volume Information\{df32777f-95bd-11e8-b1c5-001a7dda7111}{3808876b-c176-4e48-b7ae-04046e6cc752}	216
0x7f544f20	\pagefile.sys	216
0x7f5dbf20	\Users\Rick\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\LOCK	216
0x7f5f0280	\Windows\winsxs\Manifests\amd64_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.7600.16385_none_020095e6d39a70fd.manifest	216
0x7f66a1b0	\Windows	216
0x7f692190	\ProtectedPrefix\Administrators	216
0x7f6922e0	\ProtectedPrefix\Administrators	216
0x7f692430	\ProtectedPrefix	216
0x7f692580	\ProtectedPrefix	216
0x7f69cdd0	\ProtectedPrefix\LocalService	216
0x7f6c49c0	\Windows\System32\config\SOFTWARE	216
0x7f6ce5d0	\Windows\System32\config\SOFTWARE.LOG1	216
0x7f9738e0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x7f97d4e0	\Users\Rick\AppData\Local\Google\Chrome\User Data\Safe Browsing\IpMalware.store_new	216
0x7f97fac0	\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}	216
0x7f981d00	\Windows\System32\config\RegBack\SOFTWARE	216
0x7f983f20	\System Volume Information\{e03dc45d-981a-11e8-ab8a-001a7dda7111}{3808876b-c176-4e48-b7ae-04046e6cc752}	216
0x7f9873b0	\System Volume Information\{df327762-95bd-11e8-b1c5-001a7dda7111}{3808876b-c176-4e48-b7ae-04046e6cc752}	216
0x7f987ca0	\System Volume Information\{2bb43f84-8083-11e8-8b78-001a7dda7111}{3808876b-c176-4e48-b7ae-04046e6cc752}	216
0x7f98ff20	\Windows\System32\drivers\lsi_sas.sys	216
0x7f997650	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001	216
0x7f999f20	\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002	216
0x7f99d2d0	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x7f99f330	\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog	216
0x7f9f92d0	\Windows\System32\drivers\mssmbios.sys	216
0x7fb11070	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.ci	216
0x7fb22430	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7fbbf6a0	\Windows\AppCompat\Programs\RecentFileCache.bcf	216
0x7fc024c0	\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-0.C7483456-A289-439d-8115-601632D005A0	216
0x7fc029c0	\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-1.C7483456-A289-439d-8115-601632D005A0	216
0x7fc06920	\Device\HarddiskVolume1\Users\Rick\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7fc07410	\Users\Rick\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000002.regtrans-ms	216
0x7fc07560	\Device\HarddiskVolume1\Users\Rick\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM	216
0x7fc07dc0	\Users\Rick\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms	216
0x7fc45070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7fc464f0	\Windows\winsxs\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms	216
0x7fc4cb70	\Windows\SysWOW64	216
0x7fc4d5b0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	216
0x7fc4d700	\Users\Rick\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\223DE96EE265046957A660ED7C9DD9E7_EFF9B9BA98DEAA773F261FA85A0B1771	216
0x7fc4f650	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac	216
0x7fc504c0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015	216
0x7fc524b0	\Users\Rick\AppData\Roaming\BitTorrent\dht_feed.dat.new	216
0x7fc52d70	\Users\Rick\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\5457A8CE4B2A7499F8299A013B6E1C7C_CE50F893881D43DC0C815E4D80FAF2B4	216
0x7fc53660	\Users\Rick\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\7423F88C7F265F0DEFC08EA88C3BDE45_D975BBA8033175C8D112023D8A7A8AD6	216
0x7fc54ac0	\$ConvertToNonresident	216
0x7fc567b0	\Windows\winsxs\amd64_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_88df89932faf0bf6	216
